Family,Genus,Species,Binomial,X_For_Partition,Binomial_2,No_VF,RNA,DNA,Retro,Zoo,RWL,log_AR,AR,log_Forearm,Forearm,log_Mass,Mass,Pulse,sqrt_Rarea,Range_Area,Median_Y_Lat,Median_X_Long,Sympatry,log_Median,Group Size,Roost,Lifespan,Torpor,Diet_2,Migration,Status,Trend,sin_Citations,sin_No_Mixed,Residuals,PhyloClust56,PhyloClust41
Natalidae,Chilonatalus,micropus,Chilonatalus micropus,397,Chilonatalus_micropus,0,0,0,0,0,NA,NA,NA,1.525044807,33.5,0.767897616,5.86,NA,437.9429187,191794,20.3554993,-75.8651962,34,NA,NA,NA,NA,NA,Pred,NA,NT,D,0.881373587,NA,-45.70354871,PC2,PC10
Natalidae,Chilonatalus,tumidifrons,Chilonatalus tumidifrons,398,Chilonatalus_tumidifrons,0,0,0,0,0,NA,NA,NA,1.518382316,32.99000003,0.558708571,3.620000004,NA,80.07321784,6411.720215,24.7964993,-77.6660995,7,NA,NA,NA,NA,NA,Pred,NA,NT,D,0,NA,-53.19378222,PC2,PC10
Natalidae,Natalus,jamaicensis,Natalus jamaicensis,399,Natalus_jamaicensis,0,0,0,0,0,NA,NA,NA,NA,NA,0.740362689,5.499999994,NA,104.9985724,11024.70021,18.1557999,-77.3104019,20,NA,NA,NA,NA,NA,Pred,NA,CE,D,0,NA,-41.55262273,PC2,PC9
Natalidae,Natalus,major,Natalus major,400,Natalus_major,0,0,0,0,0,NA,NA,NA,1.636487896,43.3,0.740362689,5.499999994,NA,272.6314333,74327.89842,18.9095993,-71.2907028,19,NA,NA,CV,NA,NA,Pred,NA,NT,D,1.818446459,1.443635475,-51.69136223,PC2,PC9
Natalidae,Natalus,saturatus,Natalus saturatus,401,Natalus_saturatus,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC2,PC9
Natalidae,Nyctiellus,lepidus,Nyctiellus lepidus,402,Nyctiellus_lepidus,0,0,0,0,0,NA,NA,NA,1.462397998,29.00000001,0.588831726,3.880000004,NA,331.9397536,110184,21.6338997,-78.9561996,26,NA,NA,NA,NA,NA,Pred,NA,LC,U,0.881373587,NA,-47.92463814,PC2,PC11
Noctilionidae,Noctilio,albiventris,Noctilio albiventris,403,Noctilio_albiventris,0,0,0,0,0,44.9349466,0.892094603,7.800000006,1.786751422,61.19999998,1.514547753,32.70000003,1,3585.233605,12853900,-6.5382099,-59.0157013,254,NA,NA,G,NA,NA,Pred,NA,LC,S,4.625068916,1.443635475,2.717504442,PC3,PC15
Noctilionidae,Noctilio,leporinus,Noctilio leporinus,404,Noctilio_leporinus,0,0,0,0,0,39.04447468,0.954242509,8.999999991,1.940640978,87.22499998,1.763427994,58.00000006,1,3824.303858,14625300,-5.96418,-61.0439987,328,NA,NA,G,NA,NA,Pred,N,LC,U,4.820346596,2.094712547,63.68425575,PC3,PC15
Nycteridae,Nycteris,arge,Nycteris arge,405,Nycteris_arge,0,0,0,0,0,NA,NA,NA,1.58546073,38.50000004,1.025305865,10.59999999,NA,1994.770664,3979110.002,-0.159771,17.5035992,151,NA,NA,C,NA,NA,Pred,NA,LC,S,1.818446459,NA,-13.5761873,PC4,PC24
Nycteridae,Nycteris,grandis,Nycteris grandis,406,Nycteris_grandis,0,0,0,0,0,35.90774992,0.716003344,5.200000004,1.76305344,57.94999996,1.474216264,29.79999999,NA,2098.556647,4403940.001,-1.48255,18.8668995,166,NA,NA,NA,NA,NA,Pred,N,LC,D,3.333477587,NA,-4.2342251,PC4,PC24
Nycteridae,Nycteris,javanica,Nycteris javanica,407,Nycteris_javanica,0,0,0,0,0,NA,NA,NA,1.66266341,45.99000005,1.264817823,18.4,NA,368.0774375,135481,-7.4688802,110.8899994,81,NA,NA,NA,NA,NA,Pred,NA,V,D,1.443635475,NA,5.10526556,PC4,PC24
Nycteridae,Nycteris,macrotis,Nycteris macrotis,408,Nycteris_macrotis,0,0,0,0,0,31.45519645,0.716003344,5.200000004,1.686189234,48.54999997,1.161368002,14.49999999,2.25,3476.923928,12089000,2.4300699,20.8868999,186,NA,NA,G,NA,NA,Pred,NA,LC,U,1.443635475,NA,-59.37784227,PC4,PC24
Nycteridae,Nycteris,tragata,Nycteris tragata,409,Nycteris_tragata,0,0,0,0,0,NA,NA,NA,1.694605199,49.50000001,1.158362492,14.4,NA,1180.944537,1394629.999,1.36233,108.1080017,135,NA,NA,NA,NA,NA,Pred,NA,NT,D,1.818446459,NA,14.79068049,PC4,PC24
Phyllostomidae,Ametrida,centurio,Ametrida centurio,410,Ametrida_centurio,0,0,0,0,0,NA,NA,NA,1.462397998,29.00000001,1.021189299,10.5,1,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,Phyto,NA,LC,U,0,NA,NA,PC3,PC12
Phyllostomidae,Anoura,cultrata,Anoura cultrata,411,Anoura_cultrata,0,0,0,0,0,NA,0.812913357,6.500000005,1.631443769,42.8,1.240299582,17.39,1,870.3384399,757489,-0.658547,-74.7342987,209,1.021189299,10.5,G,NA,NA,Phyto,NA,LC,D,2.094712547,2.491779853,105.7238056,PC3,PC12
Phyllostomidae,Anoura,latidens,Anoura latidens,412,Anoura_latidens,0,0,0,0,0,NA,0.812913357,6.500000005,1.633468456,43.00000004,1.177824972,15.06,NA,842.6404927,710042.9999,3.26526,-71.1384964,202,NA,NA,G,NA,NT,Phyto,NA,LC,S,1.443635475,NA,100.2337979,PC3,PC12
Phyllostomidae,Ardops,nichollsi,Ardops nichollsi,413,Ardops_nichollsi,0,0,0,0,0,NA,NA,NA,1.705863712,50.79999997,1.352182518,22.49999999,2,68.86733595,4742.709961,15.2707005,-61.3838997,20,NA,NA,F,NA,NA,Phyto,NA,LC,U,2.312438341,NA,-39.58287792,PC3,PC12
Phyllostomidae,Ariteus,flavescens,Ariteus flavescens,414,Ariteus_flavescens,0,0,0,0,0,NA,NA,NA,1.607455023,40.49999998,1.003891166,10.08999999,NA,104.9809507,11021.00001,18.155899,-77.3105011,20,NA,NA,F,NA,NA,Phyto,NA,LC,U,0.881373587,NA,-41.55166206,PC3,PC12
Phyllostomidae,Artibeus,amplus,Artibeus amplus,415,Artibeus_amplus,0,0,0,0,0,NA,NA,NA,1.848189117,70.5,1.785614525,61.04000001,NA,1281.327437,1641800.001,6.2263198,-66.626297,189,NA,NA,NA,NA,NA,Phyto,NA,LC,U,2.312438341,NA,63.31816652,PC3,PC12
Phyllostomidae,Artibeus,anderseni,Artibeus anderseni,416,Artibeus_anderseni,0,0,0,0,0,NA,NA,NA,1.550105999,35.48999997,0.839478047,6.909999994,NA,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,Phyto,NA,LC,U,1.443635475,NA,NA,PC3,PC12
Phyllostomidae,Artibeus,aztecus,Artibeus aztecus,417,Artibeus_aztecus,0,0,0,0,0,NA,NA,NA,1.646991537,44.35999995,1.31827208,20.80999999,2,NA,NA,NA,NA,NA,NA,NA,G,NA,NA,Phyto,NA,LC,U,0,NA,NA,PC3,PC12
Phyllostomidae,Artibeus,concolor,Artibeus concolor,418,Artibeus_concolor,0,0,0,0,0,35.7805,0.810232518,6.46,1.687528961,48.69999998,1.28780173,19.4,NA,2537.21895,6437480,-2.69876,-58.3223991,181,NA,NA,NA,NA,NA,Phyto,NA,LC,S,2.094712547,NA,-13.14851312,PC3,PC12
Phyllostomidae,Artibeus,fraterculus,Artibeus fraterculus,419,Artibeus_fraterculus,0,0,0,0,0,NA,NA,NA,1.748188027,56,1.407220893,25.54,NA,549.6462499,302111,-6.8337498,-78.5447006,128,NA,NA,NA,NA,NA,Phyto,NA,LC,D,0.881373587,NA,42.2067882,PC3,PC12
Phyllostomidae,Artibeus,hartii,Artibeus hartii,420,Artibeus_hartii,0,0,0,0,0,NA,NA,NA,NA,NA,1.206825876,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyto,NA,LC,U,0,NA,NA,PC3,PC12
Phyllostomidae,Artibeus,hirsutus,Artibeus hirsutus,421,Artibeus_hirsutus,0,0,0,0,0,NA,NA,NA,1.747256397,55.87999994,1.606596309,40.41999998,NA,478.3377468,228807,22.1420002,-105.0250015,71,NA,NA,G,NA,NT,Phyto,NA,LC,S,2.094712547,NA,-10.90572918,PC3,PC12
Phyllostomidae,Artibeus,inopinatus,Artibeus inopinatus,422,Artibeus_inopinatus,0,0,0,0,0,NA,NA,NA,1.703205371,50.49000004,1.278524965,18.99000001,NA,202.8122304,41132.8008,13.2332001,-87.6473007,81,NA,NA,G,NA,NA,Phyto,NA,DD,U,0,NA,14.11492911,PC3,PC12
Phyllostomidae,Artibeus,intermedius,Artibeus intermedius,423,Artibeus_intermedius,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,Phyto,NA,NA,NA,2.644120761,NA,NA,PC3,PC12
Phyllostomidae,Artibeus,obscurus,Artibeus obscurus,424,Artibeus_obscurus,0,0,0,0,0,42.692345,0.809519313,6.449399996,NA,NA,1.555215405,35.90999999,NA,3335.041229,11122500,-7.95292,-56.8944016,210,0,1,G,NA,NA,Phyto,NA,LC,U,2.99822295,0,-27.6429088,PC3,PC12
Phyllostomidae,Artibeus,schwartzi,Artibeus schwartzi,425,Artibeus_schwartzi,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,91.02697488,8285.910156,10.9663,-62.9123001,127,NA,NA,NA,NA,NA,Phyto,NA,DD,U,0.881373587,NA,66.20905842,PC3,PC12
Phyllostomidae,Artibeus,toltecus,Artibeus toltecus,426,Artibeus_toltecus,0,0,0,0,0,NA,NA,NA,1.593286067,39.2,1.220108088,16.6,2,NA,NA,NA,NA,NA,NA,NA,G,NA,NA,Phyto,NA,LC,U,1.443635475,NA,NA,PC3,PC12
Phyllostomidae,Brachyphylla,cavernarum,Brachyphylla cavernarum,427,Brachyphylla_cavernarum,0,0,0,0,0,37.95651214,0.803457116,6.360000005,1.792391689,61.99999993,1.648360011,44.5,1.5,122.0970933,14907.70019,17.0849991,-64.4222031,28,NA,NA,G,NA,NA,NA,NA,LC,U,3.466711038,NA,-34.48477247,PC3,PC12
Phyllostomidae,Brachyphylla,nana,Brachyphylla nana,428,Brachyphylla_nana,0,0,0,0,0,NA,NA,NA,1.779596491,60.19999996,1.571126277,37.24999999,NA,441.6321999,195039,20.3659992,-75.9380035,35,1.544068044,34.99999997,CV,NA,NA,NA,NA,LC,S,2.312438341,1.818446459,-44.90467503,PC3,PC12
Phyllostomidae,Brachyphylla,pumila,Brachyphylla pumila,429,Brachyphylla_pumila,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PC3,PC12
Phyllostomidae,Carollia,benkeithi,Carollia benkeithi,430,Carollia_benkeithi,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyto,NA,NA,NA,1.443635475,NA,NA,PC3,PC12
Phyllostomidae,Carollia,castanea,Carollia castanea,431,Carollia_castanea,0,0,0,0,0,NA,NA,NA,1.559906625,36.3,1.117271296,13.10000001,NA,1581.559357,2501330,5.7814002,-72.6213989,231,NA,NA,C,NA,NA,Phyto,NA,LC,S,3.527224456,NA,88.95060413,PC3,PC12
Phyllostomidae,Carollia,manu,Carollia manu,432,Carollia_manu,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,178.7548623,31953.3008,-13.6731997,-70.9568024,102,NA,NA,NA,NA,NA,Phyto,NA,LC,S,0.881373587,NA,36.42645013,PC3,PC12
Phyllostomidae,Centurio,senex,Centurio senex,433,Centurio_senex,0,0,0,0,0,NA,NA,NA,1.643452676,43.99999995,1.363423933,23.09,NA,1444.049861,2085280.001,13.5129995,-83.6710968,229,0.301029996,2.000000002,C,NA,NA,Phyto,NA,LC,S,3.093102195,NA,94.44712633,PC3,PC12
Phyllostomidae,Chiroderma,doriae,Chiroderma doriae,434,Chiroderma_doriae,0,0,0,0,0,54.3772351,0.880813592,7.599999995,1.720366061,52.52499999,1.298853076,19.89999998,NA,1622.081995,2631149.999,-17.8575993,-46.9892006,111,NA,NA,NA,NA,NA,Phyto,NA,LC,U,2.893443986,NA,-33.25854407,PC3,PC12
Phyllostomidae,Chiroderma,improvisum,Chiroderma improvisum,435,Chiroderma_improvisum,0,0,0,0,0,NA,NA,NA,1.758911892,57.39999995,1.548880563,35.39000003,NA,39.63697726,1571.089966,16.2630005,-61.6137009,13,NA,NA,NA,NA,NA,Phyto,NA,E,U,0.881373587,NA,-44.98934409,PC3,PC12
Phyllostomidae,Chiroderma,salvini,Chiroderma salvini,436,Chiroderma_salvini,0,0,0,0,0,NA,NA,NA,1.691523522,49.14999998,1.416640507,26.09999998,NA,1849.129525,3419280,1.5992,-77.5843964,264,NA,NA,NA,NA,NA,Phyto,NA,LC,S,2.312438341,NA,107.3636428,PC3,PC12
Phyllostomidae,Chiroderma,trinitatum,Chiroderma trinitatum,437,Chiroderma_trinitatum,0,0,0,0,0,37.4553,0.802157753,6.340999997,1.581209852,38.12499997,1.136720567,13.7,NA,3063.313565,9383889.998,-4.5086799,-62.2467995,238,NA,NA,NA,NA,NA,Phyto,NA,LC,U,0.881373587,NA,15.17070427,PC3,PC12
Phyllostomidae,Chiroderma,villosum,Chiroderma villosum,438,Chiroderma_villosum,0,0,0,0,0,49.30029768,0.806179974,6.4,1.652890695,44.96666667,1.394451681,24.80000001,NA,3227.072977,10414000,-3.37117,-64.3374023,284,NA,NA,NA,NA,NA,Phyto,NA,LC,S,2.776472281,NA,52.24313124,PC3,PC12
Phyllostomidae,Choeroniscus,godmani,Choeroniscus godmani,439,Choeroniscus_godmani,0,0,0,0,0,46.2418029,0.806179974,6.4,1.531478917,34,0.897627091,7.899999995,NA,1636.850635,2679280.001,8.2131901,-72.0947037,238,NA,NA,NA,NA,NT,Phyto,NA,LC,U,1.818446459,NA,92.9363229,PC3,PC12
Phyllostomidae,Choeroniscus,minor,Choeroniscus minor,440,Choeroniscus_minor,0,0,0,0,0,50.37392392,0.792391689,6.199999993,1.550105999,35.48999997,0.982271233,9.599999999,NA,2246.588525,5047160.001,-2.0239999,-61.639801,221,0.698970004,4.999999996,C,NA,NA,Phyto,NA,LC,U,1.818446459,NA,42.69561035,PC3,PC12
Phyllostomidae,Choeronycteris,mexicana,Choeronycteris mexicana,441,Choeronycteris_mexicana,0,0,0,0,0,52.08309347,0.838849091,6.900000004,1.648262406,44.49000003,1.237040791,17.25999998,1,1333.214161,1777459.999,24.1725006,-103.875,126,0,1,G,NA,NT,Phyto,NA,NT,U,3.912422766,2.312438341,-2.510510702,PC3,PC12
Phyllostomidae,Dermanura,bogotensis,Dermanura bogotensis,442,Dermanura_bogotensis,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyto,NA,NA,NA,0,NA,NA,PC3,PC12
Phyllostomidae,Dermanura,incomitata,Dermanura incomitata,443,Dermanura_incomitata,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyto,NA,NA,NA,0,NA,NA,PC3,PC12
Phyllostomidae,Dermanura,rava,Dermanura rava,444,Dermanura_rava,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyto,NA,NA,NA,0,NA,NA,PC3,PC12
Phyllostomidae,Dermanura,rosenbergi,Dermanura rosenbergi,445,Dermanura_rosenbergi,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,337.1453692,113667,2.7888,-78.0167999,133,NA,NA,NA,NA,NA,Phyto,NA,DD,U,0.881373587,NA,58.79157046,PC3,PC12
Phyllostomidae,Ectophylla,alba,Ectophylla alba,446,Ectophylla_alba,0,0,0,0,0,NA,NA,NA,1.457124626,28.64999998,0.744292983,5.549999998,2,352.6598928,124369,13.3137999,-84.4419022,102,0.544068044,3.499999997,F,NA,NA,Phyto,NA,NT,D,3.912422766,NA,26.94577454,PC3,PC12
Phyllostomidae,Erophylla,bombifrons,Erophylla bombifrons,447,Erophylla_bombifrons,0,0,0,0,0,37.74412858,0.794488047,6.230000005,1.673113104,47.10999997,1.211654401,16.28000002,NA,287.9097081,82892.00002,18.8362007,-70.7556992,20,NA,NA,NA,NA,NA,Phyto,NA,LC,S,2.491779853,NA,-51.52427872,PC3,PC12
Phyllostomidae,Erophylla,sezekorni,Erophylla sezekorni,448,Erophylla_sezekorni,0,0,0,0,0,51.66646649,0.785329835,6.1,1.67669361,47.50000004,1.200576927,15.87000001,NA,350.635138,122945,21.3652,-78.7861023,34,NA,NA,CV,NA,NA,Phyto,NA,LC,S,3.179785438,3.179785438,-40.94384313,PC3,PC12
Phyllostomidae,Glossophaga,leachii,Glossophaga leachii,449,Glossophaga_leachii,0,0,0,0,0,NA,NA,NA,1.567614443,36.95000002,1.010299957,10.24000001,2,693.3822899,480778.9999,15.7089005,-92.4382019,130,NA,NA,CV,NA,NA,Phyto,NA,LC,S,1.443635475,2.094712547,36.37081725,PC3,PC12
Phyllostomidae,Glossophaga,longirostris,Glossophaga longirostris,450,Glossophaga_longirostris,0,0,0,0,0,40.91016418,0.808885867,6.439999995,1.581779046,38.17500002,1.053078443,11.29999999,2,1253.311613,1570789.999,6.31252,-66.4871979,191,NA,NA,G,NA,NT,Phyto,NA,DD,U,3.912422766,2.893443986,66.84548828,PC3,PC12
Phyllostomidae,Glyphonycteris,daviesi,Glyphonycteris daviesi,451,Glyphonycteris_daviesi,0,0,0,0,0,NA,NA,NA,1.744292983,55.49999998,1.269746373,18.60999999,NA,2158.626878,4659669.998,-2.5164599,-64.0353012,192,NA,NA,C,NA,NA,NA,NA,LC,U,1.818446459,NA,18.49096237,PC3,PC12
Phyllostomidae,Glyphonycteris,sylvestris,Glyphonycteris sylvestris,452,Glyphonycteris_sylvestris,0,0,0,0,0,NA,NA,NA,1.607455023,40.49999998,0.949877704,8.909999999,NA,2451.815654,6011400.001,0.0064427,-65.7957001,249,NA,NA,C,NA,NA,NA,NA,LC,U,0.881373587,NA,59.50736682,PC3,PC12
Phyllostomidae,Hylonycteris,underwoodi,Hylonycteris underwoodi,453,Hylonycteris_underwoodi,0,0,0,0,0,NA,NA,NA,1.531478917,34,0.875061263,7.499999993,2,448.4997213,201152,13.5963001,-88.0820999,128,0.698970004,4.999999996,G,NA,NA,Phyto,NA,LC,S,2.644120761,NA,47.72093245,PC3,PC12
Phyllostomidae,Leptonycteris,yerbabuenae,Leptonycteris yerbabuenae,454,Leptonycteris_yerbabuenae,0,0,0,0,0,39.38168809,0.770852012,5.900000005,1.727297203,53.37000002,1.347134783,22.24,1,1110.621448,1233480.001,22.6795006,-102.5589981,130,3,1000,G,120,NT,Phyto,Y,NT,D,4.094622224,3.093102195,13.62444189,PC3,PC12
Phyllostomidae,Lichonycteris,obscura,Lichonycteris obscura,455,Lichonycteris_obscura,0,0,0,0,0,45.00991235,0.819543936,6.600000007,1.498999364,31.55000003,0.812913357,6.500000005,NA,2708.665723,7336869.999,-2.3645401,-63.9369011,254,0,1,C,NA,NA,Phyto,Y,LC,U,2.312438341,NA,50.50482663,PC3,PC12
Phyllostomidae,Lionycteris,spurrelli,Lionycteris spurrelli,456,Lionycteris_spurrelli,0,0,0,0,0,NA,NA,NA,1.548696449,35.37500004,0.877946952,7.550000006,NA,2697.053948,7274099.998,-1.59747,-64.4748001,219,NA,NA,CV,NA,NA,Phyto,NA,LC,U,2.312438341,NA,16.13785876,PC3,PC12
Phyllostomidae,Lonchophylla,chocoana,Lonchophylla chocoana,457,Lonchophylla_chocoana,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,43.97681163,1933.959961,1.09909,-78.3320007,95,NA,NA,NA,NA,NA,Phyto,NA,DD,U,0.881373587,NA,36.77406377,PC3,PC12
Phyllostomidae,Lonchophylla,handleyi,Lonchophylla handleyi,458,Lonchophylla_handleyi,0,0,0,0,0,NA,NA,NA,1.66266341,45.99000005,1.162265614,14.52999999,NA,352.3237148,124132,-5.2329302,-77.2966003,120,NA,NA,CV,NA,NA,Phyto,NA,LC,U,0,NA,44.96410175,PC3,PC12
Phyllostomidae,Lonchophylla,mordax,Lonchophylla mordax,459,Lonchophylla_mordax,0,0,0,0,0,NA,NA,NA,1.55448916,35.85,1.029383778,10.70000001,NA,143.1156861,20482.09961,-10.7948999,-37.9225998,71,NA,NA,NA,NA,NA,Phyto,NA,NT,U,2.312438341,NA,7.369369589,PC3,PC12
Phyllostomidae,Lonchorhina,inusitata,Lonchorhina inusitata,460,Lonchorhina_inusitata,0,0,0,0,0,NA,NA,NA,NA,NA,1.191171456,15.53000001,NA,1689.81064,2855459.999,-0.911152,-60.5080986,149,NA,NA,CV,NA,NA,Phyto,NA,DD,U,0.881373587,NA,1.049134271,PC3,PC12
Phyllostomidae,Lonchorhina,orinocensis,Lonchorhina orinocensis,461,Lonchorhina_orinocensis,0,0,0,0,0,NA,NA,NA,1.633468456,43.00000004,0.95616843,9.03999999,NA,621.7218027,386538,3.9701099,-68.9287033,153,NA,NA,NA,NA,NA,Phyto,NA,V,D,0,NA,63.27748879,PC3,PC12
Phyllostomidae,Lophostoma,carrikeri,Lophostoma carrikeri,462,Lophostoma_carrikeri,0,0,0,0,0,42.8035,0.738487231,5.476299995,1.667452953,46.50000001,1.349277527,22.34999998,2,1840.616744,3387869.998,-0.671146,-61.7654991,176,NA,NA,C,NA,NA,Pred,NA,LC,D,1.443635475,NA,19.82772892,PC3,PC12
Phyllostomidae,Lophostoma,evotis,Lophostoma evotis,463,Lophostoma_evotis,0,0,0,0,0,NA,NA,NA,1.698709349,49.96999995,1.31344537,20.57999998,1,420.2463563,176607,16.7581997,-89.6065979,111,NA,NA,C,NA,NA,Pred,NA,LC,S,0,NA,32.2612041,PC3,PC12
Phyllostomidae,Lophostoma,schulzi,Lophostoma schulzi,464,Lophostoma_schulzi,0,0,0,0,0,NA,NA,NA,1.629511534,42.60999998,1.328379603,21.29999998,NA,751.2409733,564363,2.7104399,-55.5926018,125,NA,NA,NA,NA,NA,Pred,NA,LC,U,0.881373587,NA,28.21657033,PC3,PC12
Phyllostomidae,Macrophyllum,macrophyllum,Macrophyllum macrophyllum,465,Macrophyllum_macrophyllum,0,0,0,0,0,NA,NA,NA,1.556603989,36.02499996,0.934498451,8.599999995,NA,3614.733738,13066300,-6.3343601,-59.4042015,268,NA,NA,G,NA,NA,Pred,NA,LC,U,3.689503869,2.644120761,15.1092635,PC3,PC12
Phyllostomidae,Macrotus,waterhousii,Macrotus waterhousii,466,Macrotus_waterhousii,0,0,0,0,0,34.46791329,0.954242509,8.999999991,1.712986234,51.64000005,1.211387553,16.27,NA,895.9006641,802637.9999,19.7966003,-94.2792969,144,2.477121255,300.0000002,G,125,NT,Pred,NA,LC,S,3.871634756,2.312438341,39.33024528,PC3,PC12
Phyllostomidae,Mesophylla,macconnelli,Mesophylla macconnelli,467,Mesophylla_macconnelli,0,0,0,0,0,43.909,0.79202729,6.194800005,1.499961866,31.62000003,0.875061263,7.499999993,NA,2969.164866,8815940.001,-3.28866,-64.040802,245,0.301029996,2.000000002,F,NA,NA,Phyto,NA,LC,U,1.818446459,NA,27.30335207,PC3,PC12
Phyllostomidae,Micronycteris,brachyotis,Micronycteris brachyotis,468,Micronycteris_brachyotis,0,0,0,0,0,NA,NA,NA,NA,NA,1.167317335,14.70000001,2,NA,NA,NA,NA,NA,1.096910013,12.5,G,NA,NA,Pred,NA,NA,NA,1.443635475,2.491779853,NA,PC3,PC12
Phyllostomidae,Micronycteris,brosseti,Micronycteris brosseti,469,Micronycteris_brosseti,0,0,0,0,0,NA,NA,NA,NA,NA,0.928395852,8.479999995,NA,725.7761363,526751,0.591143,-65.4620972,142,NA,NA,NA,NA,NA,Pred,NA,DD,U,0.881373587,NA,46.60482148,PC3,PC12
Phyllostomidae,Micronycteris,buriri,Micronycteris buriri,470,Micronycteris_buriri,0,0,0,0,0,NA,NA,NA,NA,NA,0.934498451,8.599999995,NA,18.71528769,350.2619933,13.2462997,-61.1902008,13,NA,NA,NA,NA,NA,Pred,NA,DD,U,0,NA,-43.84876897,PC3,PC12
Phyllostomidae,Micronycteris,giovanniae,Micronycteris giovanniae,471,Micronycteris_giovanniae,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18.27512,333.980011,1.19759,-78.7914963,77,NA,NA,NA,NA,NA,Pred,NA,DD,U,0,NA,20.17522739,PC3,PC12
Phyllostomidae,Micronycteris,hirsuta,Micronycteris hirsuta,472,Micronycteris_hirsuta,0,0,0,0,0,33.7552,0.731492065,5.388799994,1.636487896,43.29999996,1.110252917,12.88999999,2,2552.426297,6514880.002,-0.58108,-66.2015991,248,1.021189299,10.5,NA,NA,T,Pred,NA,LC,U,2.094712547,NA,53.02243712,PC3,PC12
Phyllostomidae,Micronycteris,homezi,Micronycteris homezi,473,Micronycteris_homezi,0,0,0,0,0,NA,NA,NA,NA,NA,0.929418926,8.500000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,LC,U,1.443635475,NA,NA,PC3,PC12
Phyllostomidae,Micronycteris,matses,Micronycteris matses,474,Micronycteris_matses,0,0,0,0,0,NA,NA,NA,NA,NA,0.928395852,8.479999995,NA,53.65156093,2878.48999,-4.9783101,-73.3006973,97,NA,NA,C,NA,NA,Pred,NA,DD,U,0,NA,38.24663131,PC3,PC12
Phyllostomidae,Micronycteris,microtis,Micronycteris microtis,475,Micronycteris_microtis,0,0,0,0,0,NA,NA,NA,NA,NA,0.889301703,7.750000009,NA,2098.709127,4404580,1.78339,-66.9614029,238,NA,NA,C,NA,NA,Pred,NA,LC,S,3.402306645,NA,67.75746224,PC3,PC12
Phyllostomidae,Micronycteris,minuta,Micronycteris minuta,476,Micronycteris_minuta,0,0,0,0,0,40.7669,0.764325606,5.812000005,1.562590225,36.52500003,0.838849091,6.900000004,1,3477.42721,12092500,-6.0464702,-58.7561989,257,0.477121255,3.000000002,G,NA,NA,Pred,NA,LC,U,2.094712547,2.312438341,11.59472061,PC3,PC12
Phyllostomidae,Micronycteris,nicefori,Micronycteris nicefori,477,Micronycteris_nicefori,0,0,0,0,0,36.8734,0.797724452,6.276599993,NA,NA,1.008600172,10.20000001,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,Pred,NA,LC,U,0,NA,NA,PC3,PC12
Phyllostomidae,Micronycteris,schmidtorum,Micronycteris schmidtorum,478,Micronycteris_schmidtorum,0,0,0,0,0,44.34511791,0.799970853,6.309150002,1.550105999,35.48999997,0.892094603,7.800000006,NA,2550.309785,6504079.999,-0.751469,-63.4205017,248,NA,NA,C,NA,T,Pred,NA,LC,S,2.893443986,NA,53.13782172,PC3,PC12
Phyllostomidae,Mimon,bennettii,Mimon bennettii,479,Mimon_bennettii,0,0,0,0,0,NA,0.772321707,5.920000004,1.748188027,56,1.11058971,12.89999999,1,2047.393465,4191820.001,-7.1178899,-51.6931992,181,0.477121255,3.000000002,G,NA,NA,Pred,NA,LC,S,2.893443986,3.179785438,13.55500721,PC3,PC12
Phyllostomidae,Mimon,cozumelae,Mimon cozumelae,480,Mimon_cozumelae,0,0,0,0,0,NA,NA,NA,1.814247596,65.20000004,1.596487134,39.49000002,NA,896.3693435,803478,11.8855,-82.3778992,199,NA,NA,NA,NA,NA,Pred,NA,LC,S,1.443635475,NA,94.30469456,PC3,PC12
